A random baseline for the iUnit ranking subtask.
1C2-E-0001	1C2-E-0001-0001	0
1C2-E-0001	1C2-E-0001-0002	0
1C2-E-0001	1C2-E-0001-0003	0
1C2-E-0001	1C2-E-0001-0004	0
1C2-E-0001	1C2-E-0001-0005	0
1C2-E-0001	1C2-E-0001-0006	0
1C2-E-0001	1C2-E-0001-0007	0
1C2-E-0001	1C2-E-0001-0008	0
1C2-E-0001	1C2-E-0001-0009	0
1C2-E-0001	1C2-E-0001-0010	0
1C2-E-0001	1C2-E-0001-0011	0
1C2-E-0001	1C2-E-0001-0012	0
1C2-E-0001	1C2-E-0001-0013	0
1C2-E-0001	1C2-E-0001-0014	0
1C2-E-0001	1C2-E-0001-0015	0
1C2-E-0001	1C2-E-0001-0016	0
1C2-E-0001	1C2-E-0001-0017	0
1C2-E-0001	1C2-E-0001-0018	0
1C2-E-0001	1C2-E-0001-0019	0
1C2-E-0002	1C2-E-0002-0001	0
1C2-E-0002	1C2-E-0002-0002	0
1C2-E-0002	1C2-E-0002-0003	0
1C2-E-0002	1C2-E-0002-0004	0
1C2-E-0002	1C2-E-0002-0005	0
1C2-E-0002	1C2-E-0002-0006	0
1C2-E-0002	1C2-E-0002-0007	0
1C2-E-0002	1C2-E-0002-0008	0
1C2-E-0002	1C2-E-0002-0009	0
1C2-E-0002	1C2-E-0002-0010	0
1C2-E-0002	1C2-E-0002-0011	0
1C2-E-0002	1C2-E-0002-0012	0
1C2-E-0002	1C2-E-0002-0013	0
1C2-E-0002	1C2-E-0002-0014	0
1C2-E-0002	1C2-E-0002-0015	0
1C2-E-0002	1C2-E-0002-0016	0
1C2-E-0002	1C2-E-0002-0017	0
1C2-E-0002	1C2-E-0002-0018	0
1C2-E-0002	1C2-E-0002-0019	0
1C2-E-0002	1C2-E-0002-0020	0
1C2-E-0002	1C2-E-0002-0021	0
1C2-E-0002	1C2-E-0002-0022	0
1C2-E-0002	1C2-E-0002-0023	0
1C2-E-0002	1C2-E-0002-0024	0
1C2-E-0002	1C2-E-0002-0025	0
1C2-E-0002	1C2-E-0002-0026	0
1C2-E-0002	1C2-E-0002-0027	0
1C2-E-0002	1C2-E-0002-0028	0
1C2-E-0002	1C2-E-0002-0029	0
1C2-E-0002	1C2-E-0002-0030	0
1C2-E-0002	1C2-E-0002-0031	0
1C2-E-0002	1C2-E-0002-0032	0
1C2-E-0002	1C2-E-0002-0033	0
1C2-E-0002	1C2-E-0002-0034	0
1C2-E-0002	1C2-E-0002-0035	0
1C2-E-0002	1C2-E-0002-0036	0
1C2-E-0002	1C2-E-0002-0037	0
1C2-E-0002	1C2-E-0002-0038	0
1C2-E-0002	1C2-E-0002-0039	0
1C2-E-0002	1C2-E-0002-0040	0
1C2-E-0002	1C2-E-0002-0041	0
1C2-E-0002	1C2-E-0002-0042	0
1C2-E-0002	1C2-E-0002-0043	0
1C2-E-0002	1C2-E-0002-0044	0
1C2-E-0002	1C2-E-0002-0045	0
1C2-E-0002	1C2-E-0002-0046	0
1C2-E-0002	1C2-E-0002-0047	0
1C2-E-0002	1C2-E-0002-0048	0
1C2-E-0002	1C2-E-0002-0049	0
1C2-E-0004	1C2-E-0004-0001	0
1C2-E-0004	1C2-E-0004-0002	0
1C2-E-0004	1C2-E-0004-0003	0
1C2-E-0004	1C2-E-0004-0004	0
1C2-E-0004	1C2-E-0004-0005	0
1C2-E-0004	1C2-E-0004-0006	0
1C2-E-0004	1C2-E-0004-0007	0
1C2-E-0004	1C2-E-0004-0008	0
1C2-E-0004	1C2-E-0004-0009	0
1C2-E-0004	1C2-E-0004-0010	0
1C2-E-0004	1C2-E-0004-0011	0
1C2-E-0004	1C2-E-0004-0012	0
1C2-E-0004	1C2-E-0004-0013	0
1C2-E-0004	1C2-E-0004-0014	0
1C2-E-0004	1C2-E-0004-0015	0
1C2-E-0004	1C2-E-0004-0016	0
1C2-E-0004	1C2-E-0004-0017	0
1C2-E-0004	1C2-E-0004-0018	0
1C2-E-0004	1C2-E-0004-0019	0
1C2-E-0004	1C2-E-0004-0020	0
1C2-E-0004	1C2-E-0004-0021	0
1C2-E-0004	1C2-E-0004-0022	0
1C2-E-0004	1C2-E-0004-0023	0
1C2-E-0004	1C2-E-0004-0024	0
1C2-E-0004	1C2-E-0004-0025	0
1C2-E-0004	1C2-E-0004-0026	0
1C2-E-0004	1C2-E-0004-0027	0
1C2-E-0004	1C2-E-0004-0028	0
1C2-E-0004	1C2-E-0004-0029	0
1C2-E-0004	1C2-E-0004-0030	0
